DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.05.27-14.31.36, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.552055ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1562, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9DEDDE0C__419927927C62B059B6FE45E5AF7229B28DBC13BF, StartTime=2016.05.27-14.31.57, HierarchicalDDC, DataSize=168092 bytes, Retrieved=true, Duration=0.751737ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1563, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9C0B2ABD__7204C8B1F935233A754A057FFE5C1D2DDE2CB714, StartTime=2016.05.27-14.31.57, HierarchicalDDC, DataSize=142877 bytes, Retrieved=true, Duration=0.437010ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1564, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9C0B2ABD__AA9F250A7BAAA64DD6F76E1F9E016E00E2E5D4AA, StartTime=2016.05.27-14.31.57, HierarchicalDDC, DataSize=135897 bytes, Retrieved=true, Duration=0.574645ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset, AllOfLoadPackage_Duration=60.659416ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000600ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.015061ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.226483ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.037041ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.445577ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_948, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset, FlushAsyncLoading=0.106916ms, FlushStreamingFunc=0.005424ms, BlockTillAllRequestsFinished=0.005119ms, ResetLoadersForSaveUnMarkAllObjects=0.233412ms, TagPackageExports=0.392433ms, BeginCacheForCookedPlatformData=0.005722ms, SerializeImports=0.061739ms, GatherLocalizableTextData=0.002109ms, MarkNames=0.007529ms, SerializeSummary=0.007831ms, SerializeNames=0.034939ms, SerializeGatherableTextData=0.001505ms, BuildExportMap=0.050295ms, SortExportsNonSeekfree=0.034638ms, SortExportsSeekfreeConstructor=0.006624ms, SortExportsSeekfreeInner=2.121188ms, SortExportsSeekfree=0.003617ms, BuildDependencyMap=0.010841ms, SerializeImportMap=0.003915ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002109ms, SerializeStringAssetReferenceMap=0.001505ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009939ms, SerializeExports=0.031020ms, SerializeBulkData=0.006929ms, AsyncWrite=0.065356ms, UnaccountedTime=0.137638ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1565, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_02__D70E5465B36B0DB288CF366F286737C8612B42B7, StartTime=2016.05.27-14.31.57, HierarchicalDDC, DataSize=188533 bytes, Retrieved=true, Duration=1.181215ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1566, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7DB5A1CA40BA80EFCD5B48B4097E239__F3B55353F359D99C5E29FBFB153F2F6E7CDADE1F, StartTime=2016.05.27-14.31.57, HierarchicalDDC, DataSize=69488 bytes, Retrieved=true, Duration=0.562299ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1567, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_7DB5A1CA40BA80EFC__AECE31F0A59AE3E6A07D4DDE7EA1B0A1D70AFEEC, StartTime=2016.05.27-14.31.57, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.091255ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset, AllOfLoadPackage_Duration=15.095584ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000603ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.052705ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.217751ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.072885ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.190919ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_949, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset, FlushAsyncLoading=0.048187ms, FlushStreamingFunc=0.004821ms, BlockTillAllRequestsFinished=0.004217ms, ResetLoadersForSaveUnMarkAllObjects=0.242747ms, TagPackageExports=1.685988ms, BeginCacheForCookedPlatformData=0.009336ms, SerializeImports=0.160828ms, GatherLocalizableTextData=0.006627ms, MarkNames=0.020478ms, SerializeSummary=0.013255ms, SerializeNames=0.069268ms, SerializeGatherableTextData=0.002109ms, BuildExportMap=0.117760ms, SortExportsNonSeekfree=0.159323ms, SortExportsSeekfreeConstructor=0.011444ms, SortExportsSeekfreeInner=3.539730ms, SortExportsSeekfree=0.006929ms, BuildDependencyMap=0.023793ms, SerializeImportMap=0.008132ms, SerializeExportMap=0.007529ms, SerializeDependencyMap=0.003915ms, SerializeStringAssetReferenceMap=0.002407ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018675ms, SerializeExports=0.073187ms, SerializeBulkData=0.009637ms, AsyncWrite=0.080112ms, UnaccountedTime=0.096075ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Steam01_Cue.uasset, AllOfLoadPackage_Duration=0.053909ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000902ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007529ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.162639ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021383ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.736283ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_950, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Steam01_Cue.uasset, FlushAsyncLoading=0.098184ms, FlushStreamingFunc=0.003915ms, BlockTillAllRequestsFinished=0.004817ms, ResetLoadersForSaveUnMarkAllObjects=0.209920ms, TagPackageExports=0.015359ms, BeginCacheForCookedPlatformData=0.003010ms, SerializeImports=0.029217ms, GatherLocalizableTextData=0.002407ms, MarkNames=0.003014ms, SerializeSummary=0.009034ms, SerializeNames=0.026505ms, SerializeGatherableTextData=0.002109ms, BuildExportMap=0.009637ms, SortExportsNonSeekfree=0.005420ms, SortExportsSeekfreeConstructor=0.008132ms, SortExportsSeekfreeInner=0.165645ms, SortExportsSeekfree=0.002109ms, BuildDependencyMap=0.005122ms, SerializeImportMap=0.003915ms, SerializeExportMap=0.001807ms, SerializeDependencyMap=0.001807ms, SerializeStringAssetReferenceMap=0.001807ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010841ms, SerializeExports=0.017770ms, SerializeBulkData=0.007533ms, AsyncWrite=0.048790ms, UnaccountedTime=0.077400ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Steam01.uasset, AllOfLoadPackage_Duration=0.050295ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001207ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011746ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.156008ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014152ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.687191ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_951, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Steam01.uasset, FlushAsyncLoading=0.079211ms, FlushStreamingFunc=0.004213ms, BlockTillAllRequestsFinished=0.003617ms, ResetLoadersForSaveUnMarkAllObjects=0.220761ms, TagPackageExports=0.012349ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.021685ms, GatherLocalizableTextData=0.003316ms, MarkNames=0.004817ms, SerializeSummary=0.009637ms, SerializeNames=0.020482ms, SerializeGatherableTextData=0.002109ms, BuildExportMap=0.010237ms, SortExportsNonSeekfree=0.005122ms, SortExportsSeekfreeConstructor=0.011746ms, SortExportsSeekfreeInner=0.125591ms, SortExportsSeekfree=0.002708ms, BuildDependencyMap=0.007533ms, SerializeImportMap=0.003614ms, SerializeExportMap=0.002712ms, SerializeDependencyMap=0.002712ms, SerializeStringAssetReferenceMap=0.002407ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012651ms, SerializeExports=0.042766ms, SerializeBulkData=0.009939ms, AsyncWrite=0.077099ms, UnaccountedTime=0.073187ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Starter_Wind06.uasset, AllOfLoadPackage_Duration=0.043668ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003312ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.153903ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015959ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.862779ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_952, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Starter_Wind06.uasset, FlushAsyncLoading=0.070475ms, FlushStreamingFunc=0.003915ms, BlockTillAllRequestsFinished=0.003614ms, ResetLoadersForSaveUnMarkAllObjects=0.194259ms, TagPackageExports=0.012349ms, BeginCacheForCookedPlatformData=0.003915ms, SerializeImports=0.019275ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004821ms, SerializeSummary=0.008430ms, SerializeNames=0.020482ms, SerializeGatherableTextData=0.002109ms, BuildExportMap=0.008732ms, SortExportsNonSeekfree=0.003915ms, SortExportsSeekfreeConstructor=0.010241ms, SortExportsSeekfreeInner=0.115048ms, SortExportsSeekfree=0.003617ms, BuildDependencyMap=0.006024ms, SerializeImportMap=0.003915ms, SerializeExportMap=0.002708ms, SerializeDependencyMap=0.002410ms, SerializeStringAssetReferenceMap=0.002410ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012048ms, SerializeExports=0.157814ms, SerializeBulkData=0.012651ms, AsyncWrite=0.181008ms, UnaccountedTime=0.074390ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Starter_Wind05.uasset, AllOfLoadPackage_Duration=0.052106ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004821ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.165042ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015061ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.713093ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_953, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Starter_Wind05.uasset, FlushAsyncLoading=0.061139ms, FlushStreamingFunc=0.003915ms, BlockTillAllRequestsFinished=0.003014ms, ResetLoadersForSaveUnMarkAllObjects=0.215340ms, TagPackageExports=0.013553ms, BeginCacheForCookedPlatformData=0.004519ms, SerializeImports=0.018671ms, GatherLocalizableTextData=0.003014ms, MarkNames=0.004817ms, SerializeSummary=0.008434ms, SerializeNames=0.018973ms, SerializeGatherableTextData=0.002109ms, BuildExportMap=0.009038ms, SortExportsNonSeekfree=0.003915ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=0.117462ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006024ms, SerializeImportMap=0.003614ms, SerializeExportMap=0.002712ms, SerializeDependencyMap=0.002407ms, SerializeStringAssetReferenceMap=0.002109ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011146ms, SerializeExports=0.093363ms, SerializeBulkData=0.009637ms, AsyncWrite=0.111133ms, UnaccountedTime=0.085834ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1568, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_B61A001F430257DF762D2EB2E8AF2447, StartTime=2016.05.27-14.31.57, HierarchicalDDC, DataSize=1149101 bytes, Retrieved=true, Duration=7.083379ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Starter_Music_Cue.uasset, AllOfLoadPackage_Duration=10.060508ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000902ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006925ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.154506ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015359ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.766101ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_954, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Starter_Music_Cue.uasset, FlushAsyncLoading=0.074692ms, FlushStreamingFunc=0.004217ms, BlockTillAllRequestsFinished=0.004213ms, ResetLoadersForSaveUnMarkAllObjects=0.238836ms, TagPackageExports=0.017170ms, BeginCacheForCookedPlatformData=0.003915ms, SerializeImports=0.032224ms, GatherLocalizableTextData=0.003614ms, MarkNames=0.005722ms, SerializeSummary=0.010241ms, SerializeNames=0.021685ms, SerializeGatherableTextData=0.002410ms, BuildExportMap=0.013251ms, SortExportsNonSeekfree=0.008132ms, SortExportsSeekfreeConstructor=0.010543ms, SortExportsSeekfreeInner=0.211123ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.010241ms, SerializeImportMap=0.003915ms, SerializeExportMap=0.003014ms, SerializeDependencyMap=0.003312ms, SerializeStringAssetReferenceMap=0.002712ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013854ms, SerializeExports=0.017468ms, SerializeBulkData=0.009336ms, AsyncWrite=0.059932ms, UnaccountedTime=0.068668ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Starter_Music01.uasset, AllOfLoadPackage_Duration=0.044573ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003010ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.101496ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021085ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.833169ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_955, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Starter_Music01.uasset, FlushAsyncLoading=0.062041ms, FlushStreamingFunc=0.003614ms, BlockTillAllRequestsFinished=0.003014ms, ResetLoadersForSaveUnMarkAllObjects=0.216242ms, TagPackageExports=0.012048ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.017770ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004821ms, SerializeSummary=0.007227ms, SerializeNames=0.020180ms, SerializeGatherableTextData=0.002410ms, BuildExportMap=0.009336ms, SortExportsNonSeekfree=0.004217ms, SortExportsSeekfreeConstructor=0.012346ms, SortExportsSeekfreeInner=0.125892ms, SortExportsSeekfree=0.003014ms, BuildDependencyMap=0.006326ms, SerializeImportMap=0.006326ms, SerializeExportMap=0.003614ms, SerializeDependencyMap=0.002712ms, SerializeStringAssetReferenceMap=0.002109ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011142ms, SerializeExports=0.967078ms, SerializeBulkData=0.028010ms, AsyncWrite=0.404481ms, UnaccountedTime=0.089448ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Starter_Birds01.uasset, AllOfLoadPackage_Duration=0.046384ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007831ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.256002ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017166ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.835372ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_956, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Starter_Birds01.uasset, FlushAsyncLoading=0.086136ms, FlushStreamingFunc=0.004217ms, BlockTillAllRequestsFinished=0.004515ms, ResetLoadersForSaveUnMarkAllObjects=0.224680ms, TagPackageExports=0.012647ms, BeginCacheForCookedPlatformData=0.003617ms, SerializeImports=0.022888ms, GatherLocalizableTextData=0.003010ms, MarkNames=0.005122ms, SerializeSummary=0.010841ms, SerializeNames=0.022590ms, SerializeGatherableTextData=0.002708ms, BuildExportMap=0.010543ms, SortExportsNonSeekfree=0.005119ms, SortExportsSeekfreeConstructor=0.011746ms, SortExportsSeekfreeInner=0.128906ms, SortExportsSeekfree=0.003915ms, BuildDependencyMap=0.010241ms, SerializeImportMap=0.004217ms, SerializeExportMap=0.003010ms, SerializeDependencyMap=0.003617ms, SerializeStringAssetReferenceMap=0.003010ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015359ms, SerializeExports=0.140049ms, SerializeBulkData=0.009939ms, AsyncWrite=0.120170ms, UnaccountedTime=0.068065ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Starter_Background_Cue.uasset, AllOfLoadPackage_Duration=0.062041ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.016868ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.214439ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.026803ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.128720ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_957, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Starter_Background_Cue.uasset, FlushAsyncLoading=0.068970ms, FlushStreamingFunc=0.003915ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.211429ms, TagPackageExports=0.035841ms, BeginCacheForCookedPlatformData=0.004519ms, SerializeImports=0.059333ms, GatherLocalizableTextData=0.003614ms, MarkNames=0.007227ms, SerializeSummary=0.008736ms, SerializeNames=0.029515ms, SerializeGatherableTextData=0.002407ms, BuildExportMap=0.024699ms, SortExportsNonSeekfree=0.045478ms, SortExportsSeekfreeConstructor=0.010841ms, SortExportsSeekfreeInner=0.249073ms, SortExportsSeekfree=0.003915ms, BuildDependencyMap=0.012048ms, SerializeImportMap=0.003915ms, SerializeExportMap=0.004519ms, SerializeDependencyMap=0.004213ms, SerializeStringAssetReferenceMap=0.003617ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012647ms, SerializeExports=0.032529ms, SerializeBulkData=0.009336ms, AsyncWrite=0.062943ms, UnaccountedTime=0.073489ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Smoke01_Cue.uasset, AllOfLoadPackage_Duration=0.037346ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005420ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.166249ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014156ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.146788ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_958, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Smoke01_Cue.uasset, FlushAsyncLoading=0.083726ms, FlushStreamingFunc=0.004821ms, BlockTillAllRequestsFinished=0.004817ms, ResetLoadersForSaveUnMarkAllObjects=0.230402ms, TagPackageExports=0.019878ms, BeginCacheForCookedPlatformData=0.003915ms, SerializeImports=0.034936ms, GatherLocalizableTextData=0.003614ms, MarkNames=0.005122ms, SerializeSummary=0.009637ms, SerializeNames=0.034936ms, SerializeGatherableTextData=0.002708ms, BuildExportMap=0.012349ms, SortExportsNonSeekfree=0.007831ms, SortExportsSeekfreeConstructor=0.010241ms, SortExportsSeekfreeInner=0.259917ms, SortExportsSeekfree=0.003915ms, BuildDependencyMap=0.007831ms, SerializeImportMap=0.003915ms, SerializeExportMap=0.008434ms, SerializeDependencyMap=0.005420ms, SerializeStringAssetReferenceMap=0.004217ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.038251ms, SerializeExports=0.025902ms, SerializeBulkData=0.009336ms, AsyncWrite=0.101797ms, UnaccountedTime=0.099387ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Audio/Smoke01.uasset, AllOfLoadPackage_Duration=0.050899ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000298ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003915ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.186428ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016261ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.652859ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_959, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Audio/Smoke01.uasset, FlushAsyncLoading=0.059932ms, FlushStreamingFunc=0.004217ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.215042ms, TagPackageExports=0.012651ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.019878ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005420ms, SerializeSummary=0.009339ms, SerializeNames=0.020176ms, SerializeGatherableTextData=0.002712ms, BuildExportMap=0.009637ms, SortExportsNonSeekfree=0.004519ms, SortExportsSeekfreeConstructor=0.011444ms, SortExportsSeekfreeInner=0.134327ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003614ms, SerializeExportMap=0.002708ms, SerializeDependencyMap=0.003014ms, SerializeStringAssetReferenceMap=0.002109ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014454ms, SerializeExports=0.040963ms, SerializeBulkData=0.011746ms, AsyncWrite=0.134628ms, UnaccountedTime=0.067461ms, RunGuid=RunID8A14B028497B21CF054637838510608D
